pollster,sponsor,start.date,end.date,condition,variable,response,population,N
YouGov,Yahoo,2024-08-22,2024-08-27,age_18.29,moi,the economy,R,157
YouGov,Yahoo,2024-08-22,2024-08-27,age_18.29,moi,social issues,R,64
YouGov,Yahoo,2024-08-22,2024-08-27,age_18.29,moi,immigration,R,30
YouGov,Yahoo,2024-08-22,2024-08-27,age_18.29,moi,education,R,7
YouGov,Yahoo,2024-08-22,2024-08-27,age_18.29,moi,healthcare,R,26
YouGov,Yahoo,2024-08-22,2024-08-27,age_18.29,moi,the environment,R,11
YouGov,Yahoo,2024-08-22,2024-08-27,age_18.29,moi,threats to democracy,R,34
YouGov,Yahoo,2024-08-22,2024-08-27,age_30.44,fav_harris,favourable,A,447
YouGov,Yahoo,2024-08-22,2024-08-27,age_30.44,fav_harris,unfavourable,A,388
YouGov,Yahoo,2024-08-22,2024-08-27,age_30.44,fav_harris,no opinion,A,32
YouGov,Yahoo,2024-08-22,2024-08-27,age_30.44,fav_jdvance,favourable,A,250
YouGov,Yahoo,2024-08-22,2024-08-27,age_30.44,fav_jdvance,unfavourable,A,420
YouGov,Yahoo,2024-08-22,2024-08-27,age_30.44,fav_jdvance,no opinion,A,112
YouGov,Yahoo,2024-08-22,2024-08-27,age_30.44,fav_walz,favourable,A,355
YouGov,Yahoo,2024-08-22,2024-08-27,age_30.44,fav_walz,unfavourable,A,260
YouGov,Yahoo,2024-08-22,2024-08-27,age_30.44,fav_walz,no opinion,A,139
YouGov,Yahoo,2024-08-22,2024-08-27,age_30.44,fav_biden,favourable,A,369
YouGov,Yahoo,2024-08-22,2024-08-27,age_30.44,fav_biden,unfavourable,A,487
YouGov,Yahoo,2024-08-22,2024-08-27,age_30.44,fav_biden,no opinion,A,18
YouGov,Yahoo,2024-08-22,2024-08-27,age_30.44,fav_trump,favourable,A,325
YouGov,Yahoo,2024-08-22,2024-08-27,age_30.44,fav_trump,unfavourable,A,542
YouGov,Yahoo,2024-08-22,2024-08-27,age_30.44,fav_trump,no opinion,A,18
YouGov,Yahoo,2024-08-22,2024-08-27,age_30.44,attention,a lot,A,193
YouGov,Yahoo,2024-08-22,2024-08-27,age_30.44,attention,some,A,148
YouGov,Yahoo,2024-08-22,2024-08-27,age_30.44,attention,a little,A,63
YouGov,Yahoo,2024-08-22,2024-08-27,age_30.44,attention,none,A,45
YouGov,Yahoo,2024-08-22,2024-08-27,age_30.44,vote2024,D,R,140
YouGov,Yahoo,2024-08-22,2024-08-27,age_30.44,vote2024,R,R,104
YouGov,Yahoo,2024-08-22,2024-08-27,age_30.44,vote2024,W,R,3
YouGov,Yahoo,2024-08-22,2024-08-27,age_30.44,vote2024,G,R,3
YouGov,Yahoo,2024-08-22,2024-08-27,age_30.44,vote2024,L,R,3
YouGov,Yahoo,2024-08-22,2024-08-27,age_30.44,vote2024,OTHER,R,5
YouGov,Yahoo,2024-08-22,2024-08-27,age_30.44,moi,the economy,R,189
YouGov,Yahoo,2024-08-22,2024-08-27,age_30.44,moi,social issues,R,55
YouGov,Yahoo,2024-08-22,2024-08-27,age_30.44,moi,immigration,R,41
YouGov,Yahoo,2024-08-22,2024-08-27,age_30.44,moi,education,R,5
YouGov,Yahoo,2024-08-22,2024-08-27,age_30.44,moi,healthcare,R,50
YouGov,Yahoo,2024-08-22,2024-08-27,age_30.44,moi,the environment,R,18
YouGov,Yahoo,2024-08-22,2024-08-27,age_30.44,moi,threats to democracy,R,68
YouGov,Yahoo,2024-08-22,2024-08-27,age_45.64,fav_harris,favourable,A,531
YouGov,Yahoo,2024-08-22,2024-08-27,age_45.64,fav_harris,unfavourable,A,578
YouGov,Yahoo,2024-08-22,2024-08-27,age_45.64,fav_harris,no opinion,A,29
YouGov,Yahoo,2024-08-22,2024-08-27,age_45.64,fav_jdvance,favourable,A,430
YouGov,Yahoo,2024-08-22,2024-08-27,age_45.64,fav_jdvance,unfavourable,A,522
YouGov,Yahoo,2024-08-22,2024-08-27,age_45.64,fav_jdvance,no opinion,A,104
YouGov,Yahoo,2024-08-22,2024-08-27,age_45.64,fav_walz,favourable,A,405
YouGov,Yahoo,2024-08-22,2024-08-27,age_45.64,fav_walz,unfavourable,A,504
YouGov,Yahoo,2024-08-22,2024-08-27,age_45.64,fav_walz,no opinion,A,122
YouGov,Yahoo,2024-08-22,2024-08-27,age_45.64,fav_biden,favourable,A,464
YouGov,Yahoo,2024-08-22,2024-08-27,age_45.64,fav_biden,unfavourable,A,668
YouGov,Yahoo,2024-08-22,2024-08-27,age_45.64,fav_biden,no opinion,A,17
YouGov,Yahoo,2024-08-22,2024-08-27,age_45.64,fav_trump,favourable,A,510
YouGov,Yahoo,2024-08-22,2024-08-27,age_45.64,fav_trump,unfavourable,A,632
YouGov,Yahoo,2024-08-22,2024-08-27,age_45.64,fav_trump,no opinion,A,12
YouGov,Yahoo,2024-08-22,2024-08-27,age_45.64,attention,a lot,A,280
YouGov,Yahoo,2024-08-22,2024-08-27,age_45.64,attention,some,A,204
YouGov,Yahoo,2024-08-22,2024-08-27,age_45.64,attention,a little,A,64
YouGov,Yahoo,2024-08-22,2024-08-27,age_45.64,attention,none,A,29
YouGov,Yahoo,2024-08-22,2024-08-27,age_45.64,vote2024,D,R,176
YouGov,Yahoo,2024-08-22,2024-08-27,age_45.64,vote2024,R,R,209
YouGov,Yahoo,2024-08-22,2024-08-27,age_45.64,vote2024,W,R,4
YouGov,Yahoo,2024-08-22,2024-08-27,age_45.64,vote2024,G,R,4
YouGov,Yahoo,2024-08-22,2024-08-27,age_45.64,vote2024,L,R,4
YouGov,Yahoo,2024-08-22,2024-08-27,age_45.64,vote2024,OTHER,R,4
YouGov,Yahoo,2024-08-22,2024-08-27,age_45.64,moi,the economy,R,239
YouGov,Yahoo,2024-08-22,2024-08-27,age_45.64,moi,social issues,R,64
YouGov,Yahoo,2024-08-22,2024-08-27,age_45.64,moi,immigration,R,93
YouGov,Yahoo,2024-08-22,2024-08-27,age_45.64,moi,education,R,0
YouGov,Yahoo,2024-08-22,2024-08-27,age_45.64,moi,healthcare,R,47
YouGov,Yahoo,2024-08-22,2024-08-27,age_45.64,moi,the environment,R,12
YouGov,Yahoo,2024-08-22,2024-08-27,age_45.64,moi,threats to democracy,R,105
YouGov,Yahoo,2024-08-22,2024-08-27,age_over.64,fav_harris,favourable,A,317
YouGov,Yahoo,2024-08-22,2024-08-27,age_over.64,fav_harris,unfavourable,A,418
YouGov,Yahoo,2024-08-22,2024-08-27,age_over.64,fav_harris,no opinion,A,7
YouGov,Yahoo,2024-08-22,2024-08-27,age_over.64,fav_jdvance,favourable,A,352
YouGov,Yahoo,2024-08-22,2024-08-27,age_over.64,fav_jdvance,unfavourable,A,344
YouGov,Yahoo,2024-08-22,2024-08-27,age_over.64,fav_jdvance,no opinion,A,26
YouGov,Yahoo,2024-08-22,2024-08-27,age_over.64,fav_walz,favourable,A,308
YouGov,Yahoo,2024-08-22,2024-08-27,age_over.64,fav_walz,unfavourable,A,382
YouGov,Yahoo,2024-08-22,2024-08-27,age_over.64,fav_walz,no opinion,A,30
YouGov,Yahoo,2024-08-22,2024-08-27,age_over.64,fav_biden,favourable,A,312
YouGov,Yahoo,2024-08-22,2024-08-27,age_over.64,fav_biden,unfavourable,A,424
YouGov,Yahoo,2024-08-22,2024-08-27,age_over.64,fav_biden,no opinion,A,4
YouGov,Yahoo,2024-08-22,2024-08-27,age_over.64,fav_trump,favourable,A,382
YouGov,Yahoo,2024-08-22,2024-08-27,age_over.64,fav_trump,unfavourable,A,360
YouGov,Yahoo,2024-08-22,2024-08-27,age_over.64,fav_trump,no opinion,A,4
YouGov,Yahoo,2024-08-22,2024-08-27,age_over.64,attention,a lot,A,259
YouGov,Yahoo,2024-08-22,2024-08-27,age_over.64,attention,some,A,86
YouGov,Yahoo,2024-08-22,2024-08-27,age_over.64,attention,a little,A,26
YouGov,Yahoo,2024-08-22,2024-08-27,age_over.64,attention,none,A,4
YouGov,Yahoo,2024-08-22,2024-08-27,age_over.64,vote2024,D,R,127
YouGov,Yahoo,2024-08-22,2024-08-27,age_over.64,vote2024,R,R,178
YouGov,Yahoo,2024-08-22,2024-08-27,age_over.64,vote2024,W,R,0
YouGov,Yahoo,2024-08-22,2024-08-27,age_over.64,vote2024,G,R,3
YouGov,Yahoo,2024-08-22,2024-08-27,age_over.64,vote2024,L,R,0
YouGov,Yahoo,2024-08-22,2024-08-27,age_over.64,vote2024,OTHER,R,3
YouGov,Yahoo,2024-08-22,2024-08-27,age_over.64,moi,the economy,R,117
YouGov,Yahoo,2024-08-22,2024-08-27,age_over.64,moi,social issues,R,42
YouGov,Yahoo,2024-08-22,2024-08-27,age_over.64,moi,immigration,R,83
YouGov,Yahoo,2024-08-22,2024-08-27,age_over.64,moi,education,R,0
YouGov,Yahoo,2024-08-22,2024-08-27,age_over.64,moi,healthcare,R,11
YouGov,Yahoo,2024-08-22,2024-08-27,age_over.64,moi,the environment,R,8
YouGov,Yahoo,2024-08-22,2024-08-27,age_over.64,moi,threats to democracy,R,95
YouGov,Yahoo,2024-08-22,2024-08-27,race_white,fav_harris,favourable,A,916
YouGov,Yahoo,2024-08-22,2024-08-27,race_white,fav_harris,unfavourable,A,1228
YouGov,Yahoo,2024-08-22,2024-08-27,race_white,fav_harris,no opinion,A,33
YouGov,Yahoo,2024-08-22,2024-08-27,race_white,fav_jdvance,favourable,A,925
YouGov,Yahoo,2024-08-22,2024-08-27,race_white,fav_jdvance,unfavourable,A,959
YouGov,Yahoo,2024-08-22,2024-08-27,race_white,fav_jdvance,no opinion,A,178
YouGov,Yahoo,2024-08-22,2024-08-27,race_white,fav_walz,favourable,A,827
YouGov,Yahoo,2024-08-22,2024-08-27,race_white,fav_walz,unfavourable,A,1017
YouGov,Yahoo,2024-08-22,2024-08-27,race_white,fav_walz,no opinion,A,201
YouGov,Yahoo,2024-08-22,2024-08-27,race_white,fav_biden,favourable,A,782
YouGov,Yahoo,2024-08-22,2024-08-27,race_white,fav_biden,unfavourable,A,1408
YouGov,Yahoo,2024-08-22,2024-08-27,race_white,fav_biden,no opinion,A,22
YouGov,Yahoo,2024-08-22,2024-08-27,race_white,fav_trump,favourable,A,1120
YouGov,Yahoo,2024-08-22,2024-08-27,race_white,fav_trump,unfavourable,A,1076
YouGov,Yahoo,2024-08-22,2024-08-27,race_white,fav_trump,no opinion,A,22
YouGov,Yahoo,2024-08-22,2024-08-27,race_white,attention,a lot,A,615
YouGov,Yahoo,2024-08-22,2024-08-27,race_white,attention,some,A,347
YouGov,Yahoo,2024-08-22,2024-08-27,race_white,attention,a little,A,101
YouGov,Yahoo,2024-08-22,2024-08-27,race_white,attention,none,A,56
YouGov,Yahoo,2024-08-22,2024-08-27,race_white,vote2024,D,R,330
YouGov,Yahoo,2024-08-22,2024-08-27,race_white,vote2024,R,R,448
YouGov,Yahoo,2024-08-22,2024-08-27,race_white,vote2024,W,R,0
YouGov,Yahoo,2024-08-22,2024-08-27,race_white,vote2024,G,R,8
YouGov,Yahoo,2024-08-22,2024-08-27,race_white,vote2024,L,R,8
YouGov,Yahoo,2024-08-22,2024-08-27,race_white,vote2024,OTHER,R,17
YouGov,Yahoo,2024-08-22,2024-08-27,race_white,moi,the economy,R,426
YouGov,Yahoo,2024-08-22,2024-08-27,race_white,moi,social issues,R,146
YouGov,Yahoo,2024-08-22,2024-08-27,race_white,moi,immigration,R,180
YouGov,Yahoo,2024-08-22,2024-08-27,race_white,moi,education,R,11
YouGov,Yahoo,2024-08-22,2024-08-27,race_white,moi,healthcare,R,79
YouGov,Yahoo,2024-08-22,2024-08-27,race_white,moi,the environment,R,34
YouGov,Yahoo,2024-08-22,2024-08-27,race_white,moi,threats to democracy,R,202
YouGov,Yahoo,2024-08-22,2024-08-27,race_black,fav_harris,favourable,A,322
YouGov,Yahoo,2024-08-22,2024-08-27,race_black,fav_harris,unfavourable,A,87
YouGov,Yahoo,2024-08-22,2024-08-27,race_black,fav_harris,no opinion,A,15
YouGov,Yahoo,2024-08-22,2024-08-27,race_black,fav_jdvance,favourable,A,62
YouGov,Yahoo,2024-08-22,2024-08-27,race_black,fav_jdvance,unfavourable,A,252
YouGov,Yahoo,2024-08-22,2024-08-27,race_black,fav_jdvance,no opinion,A,58
YouGov,Yahoo,2024-08-22,2024-08-27,race_black,fav_walz,favourable,A,210
YouGov,Yahoo,2024-08-22,2024-08-27,race_black,fav_walz,unfavourable,A,96
YouGov,Yahoo,2024-08-22,2024-08-27,race_black,fav_walz,no opinion,A,65
YouGov,Yahoo,2024-08-22,2024-08-27,race_black,fav_biden,favourable,A,287
YouGov,Yahoo,2024-08-22,2024-08-27,race_black,fav_biden,unfavourable,A,119
YouGov,Yahoo,2024-08-22,2024-08-27,race_black,fav_biden,no opinion,A,15
YouGov,Yahoo,2024-08-22,2024-08-27,race_black,fav_trump,favourable,A,78
YouGov,Yahoo,2024-08-22,2024-08-27,race_black,fav_trump,unfavourable,A,326
YouGov,Yahoo,2024-08-22,2024-08-27,race_black,fav_trump,no opinion,A,17
YouGov,Yahoo,2024-08-22,2024-08-27,race_black,attention,a lot,A,89
YouGov,Yahoo,2024-08-22,2024-08-27,race_black,attention,some,A,67
YouGov,Yahoo,2024-08-22,2024-08-27,race_black,attention,a little,A,45
YouGov,Yahoo,2024-08-22,2024-08-27,race_black,attention,none,A,20
YouGov,Yahoo,2024-08-22,2024-08-27,race_black,vote2024,D,R,113
YouGov,Yahoo,2024-08-22,2024-08-27,race_black,vote2024,R,R,19
YouGov,Yahoo,2024-08-22,2024-08-27,race_black,vote2024,W,R,1
YouGov,Yahoo,2024-08-22,2024-08-27,race_black,vote2024,G,R,0
YouGov,Yahoo,2024-08-22,2024-08-27,race_black,vote2024,L,R,0
YouGov,Yahoo,2024-08-22,2024-08-27,race_black,vote2024,OTHER,R,4
YouGov,Yahoo,2024-08-22,2024-08-27,race_black,moi,the economy,R,87
YouGov,Yahoo,2024-08-22,2024-08-27,race_black,moi,social issues,R,34
YouGov,Yahoo,2024-08-22,2024-08-27,race_black,moi,immigration,R,13
YouGov,Yahoo,2024-08-22,2024-08-27,race_black,moi,education,R,2
YouGov,Yahoo,2024-08-22,2024-08-27,race_black,moi,healthcare,R,20
YouGov,Yahoo,2024-08-22,2024-08-27,race_black,moi,the environment,R,7
YouGov,Yahoo,2024-08-22,2024-08-27,race_black,moi,threats to democracy,R,42
YouGov,Yahoo,2024-08-22,2024-08-27,race_hispanic,fav_harris,favourable,A,274
YouGov,Yahoo,2024-08-22,2024-08-27,race_hispanic,fav_harris,unfavourable,A,214
YouGov,Yahoo,2024-08-22,2024-08-27,race_hispanic,fav_harris,no opinion,A,40
YouGov,Yahoo,2024-08-22,2024-08-27,race_hispanic,fav_jdvance,favourable,A,139
YouGov,Yahoo,2024-08-22,2024-08-27,race_hispanic,fav_jdvance,unfavourable,A,228
YouGov,Yahoo,2024-08-22,2024-08-27,race_hispanic,fav_jdvance,no opinion,A,99
YouGov,Yahoo,2024-08-22,2024-08-27,race_hispanic,fav_walz,favourable,A,171
YouGov,Yahoo,2024-08-22,2024-08-27,race_hispanic,fav_walz,unfavourable,A,165
YouGov,Yahoo,2024-08-22,2024-08-27,race_hispanic,fav_walz,no opinion,A,112
YouGov,Yahoo,2024-08-22,2024-08-27,race_hispanic,fav_biden,favourable,A,221
YouGov,Yahoo,2024-08-22,2024-08-27,race_hispanic,fav_biden,unfavourable,A,291
YouGov,Yahoo,2024-08-22,2024-08-27,race_hispanic,fav_biden,no opinion,A,28
YouGov,Yahoo,2024-08-22,2024-08-27,race_hispanic,fav_trump,favourable,A,190
YouGov,Yahoo,2024-08-22,2024-08-27,race_hispanic,fav_trump,unfavourable,A,334
YouGov,Yahoo,2024-08-22,2024-08-27,race_hispanic,fav_trump,no opinion,A,20
YouGov,Yahoo,2024-08-22,2024-08-27,race_hispanic,attention,a lot,A,94
YouGov,Yahoo,2024-08-22,2024-08-27,race_hispanic,attention,some,A,100
YouGov,Yahoo,2024-08-22,2024-08-27,race_hispanic,attention,a little,A,48
YouGov,Yahoo,2024-08-22,2024-08-27,race_hispanic,attention,none,A,46
YouGov,Yahoo,2024-08-22,2024-08-27,race_hispanic,vote2024,D,R,60
YouGov,Yahoo,2024-08-22,2024-08-27,race_hispanic,vote2024,R,R,47
YouGov,Yahoo,2024-08-22,2024-08-27,race_hispanic,vote2024,W,R,4
YouGov,Yahoo,2024-08-22,2024-08-27,race_hispanic,vote2024,G,R,2
YouGov,Yahoo,2024-08-22,2024-08-27,race_hispanic,vote2024,L,R,1
YouGov,Yahoo,2024-08-22,2024-08-27,race_hispanic,vote2024,OTHER,R,1
YouGov,Yahoo,2024-08-22,2024-08-27,race_hispanic,moi,the economy,R,137
YouGov,Yahoo,2024-08-22,2024-08-27,race_hispanic,moi,social issues,R,38
YouGov,Yahoo,2024-08-22,2024-08-27,race_hispanic,moi,immigration,R,37
YouGov,Yahoo,2024-08-22,2024-08-27,race_hispanic,moi,education,R,3
YouGov,Yahoo,2024-08-22,2024-08-27,race_hispanic,moi,healthcare,R,17
YouGov,Yahoo,2024-08-22,2024-08-27,race_hispanic,moi,the environment,R,3
YouGov,Yahoo,2024-08-22,2024-08-27,race_hispanic,moi,threats to democracy,R,31
Echelon Insights,,2024-08-23,2024-08-25,gender_male,moi,the economy,LV,174
Echelon Insights,,2024-08-23,2024-08-25,gender_male,moi,the environment,LV,18
Echelon Insights,,2024-08-23,2024-08-25,gender_male,moi,education,LV,8
Echelon Insights,,2024-08-23,2024-08-25,gender_male,moi,national security and foreign policy,LV,13
Echelon Insights,,2024-08-23,2024-08-25,gender_male,moi,social issues,LV,70
Echelon Insights,,2024-08-23,2024-08-25,gender_male,moi,healthcare,LV,15
Echelon Insights,,2024-08-23,2024-08-25,gender_male,moi,immigration,LV,83
Echelon Insights,,2024-08-23,2024-08-25,gender_male,moi,threats to democracy,LV,77
Echelon Insights,,2024-08-23,2024-08-25,gender_male,moi,other,LV,17
Echelon Insights,,2024-08-23,2024-08-25,gender_male,fav_biden,favourable,LV,196
Echelon Insights,,2024-08-23,2024-08-25,gender_male,fav_biden,no opinion,LV,8
Echelon Insights,,2024-08-23,2024-08-25,gender_male,fav_biden,unfavourable,LV,274
Echelon Insights,,2024-08-23,2024-08-25,gender_male,fav_harris,favourable,LV,221
Echelon Insights,,2024-08-23,2024-08-25,gender_male,fav_harris,no opinion,LV,14
Echelon Insights,,2024-08-23,2024-08-25,gender_male,fav_harris,unfavourable,LV,242
Echelon Insights,,2024-08-23,2024-08-25,gender_male,fav_trump,favourable,LV,229
Echelon Insights,,2024-08-23,2024-08-25,gender_male,fav_trump,no opinion,LV,8
Echelon Insights,,2024-08-23,2024-08-25,gender_male,fav_trump,unfavourable,LV,241
Echelon Insights,,2024-08-23,2024-08-25,gender_male,fav_jdvance,favourable,LV,194
Echelon Insights,,2024-08-23,2024-08-25,gender_male,fav_jdvance,no opinion,LV,84
Echelon Insights,,2024-08-23,2024-08-25,gender_male,fav_jdvance,unfavourable,LV,200
Echelon Insights,,2024-08-23,2024-08-25,gender_male,fav_walz,favourable,LV,190
Echelon Insights,,2024-08-23,2024-08-25,gender_male,fav_walz,no opinion,LV,99
Echelon Insights,,2024-08-23,2024-08-25,gender_male,fav_walz,unfavourable,LV,189
Echelon Insights,,2024-08-23,2024-08-25,gender_male,vote2024,R,LV,250
Echelon Insights,,2024-08-23,2024-08-25,gender_male,vote2024,D,LV,211
Echelon Insights,,2024-08-23,2024-08-25,gender_male,vote2024,G,LV,2
Echelon Insights,,2024-08-23,2024-08-25,gender_male,vote2024,W,LV,4
Echelon Insights,,2024-08-23,2024-08-25,gender_male,vote2024,L,LV,4
Echelon Insights,,2024-08-23,2024-08-25,gender_female,moi,the economy,LV,222
Echelon Insights,,2024-08-23,2024-08-25,gender_female,moi,the environment,LV,33
Echelon Insights,,2024-08-23,2024-08-25,gender_female,moi,education,LV,13
Echelon Insights,,2024-08-23,2024-08-25,gender_female,moi,national security and foreign policy,LV,11
Echelon Insights,,2024-08-23,2024-08-25,gender_female,moi,social issues,LV,81
Echelon Insights,,2024-08-23,2024-08-25,gender_female,moi,healthcare,LV,25
Echelon Insights,,2024-08-23,2024-08-25,gender_female,moi,immigration,LV,63
Echelon Insights,,2024-08-23,2024-08-25,gender_female,moi,threats to democracy,LV,90
Echelon Insights,,2024-08-23,2024-08-25,gender_female,moi,other,LV,11
Echelon Insights,,2024-08-23,2024-08-25,gender_female,fav_biden,favourable,LV,258
Echelon Insights,,2024-08-23,2024-08-25,gender_female,fav_biden,no opinion,LV,12
Echelon Insights,,2024-08-23,2024-08-25,gender_female,fav_biden,unfavourable,LV,279
Echelon Insights,,2024-08-23,2024-08-25,gender_female,fav_harris,favourable,LV,293
Echelon Insights,,2024-08-23,2024-08-25,gender_female,fav_harris,no opinion,LV,13
Echelon Insights,,2024-08-23,2024-08-25,gender_female,fav_harris,unfavourable,LV,243
Echelon Insights,,2024-08-23,2024-08-25,gender_female,fav_trump,favourable,LV,229
Echelon Insights,,2024-08-23,2024-08-25,gender_female,fav_trump,no opinion,LV,7
Echelon Insights,,2024-08-23,2024-08-25,gender_female,fav_trump,unfavourable,LV,312
Echelon Insights,,2024-08-23,2024-08-25,gender_female,fav_jdvance,favourable,LV,194
Echelon Insights,,2024-08-23,2024-08-25,gender_female,fav_jdvance,no opinion,LV,115
Echelon Insights,,2024-08-23,2024-08-25,gender_female,fav_jdvance,unfavourable,LV,240
Echelon Insights,,2024-08-23,2024-08-25,gender_female,fav_walz,favourable,LV,218
Echelon Insights,,2024-08-23,2024-08-25,gender_female,fav_walz,no opinion,LV,163
Echelon Insights,,2024-08-23,2024-08-25,gender_female,fav_walz,unfavourable,LV,169
Echelon Insights,,2024-08-23,2024-08-25,gender_female,vote2024,R,LV,240
Echelon Insights,,2024-08-23,2024-08-25,gender_female,vote2024,D,LV,282
Echelon Insights,,2024-08-23,2024-08-25,gender_female,vote2024,G,LV,4
Echelon Insights,,2024-08-23,2024-08-25,gender_female,vote2024,W,LV,4
Echelon Insights,,2024-08-23,2024-08-25,gender_female,vote2024,L,LV,3
Echelon Insights,,2024-08-23,2024-08-25,age_18.34,moi,the environment,LV,8
Echelon Insights,,2024-08-23,2024-08-25,age_18.34,moi,education,LV,7
Echelon Insights,,2024-08-23,2024-08-25,age_18.34,moi,national security and foreign policy,LV,3
Echelon Insights,,2024-08-23,2024-08-25,age_18.34,moi,social issues,LV,41
Echelon Insights,,2024-08-23,2024-08-25,age_18.34,moi,healthcare,LV,9
Echelon Insights,,2024-08-23,2024-08-25,age_18.34,moi,the economy,LV,112
Echelon Insights,,2024-08-23,2024-08-25,age_18.34,moi,immigration,LV,7
Echelon Insights,,2024-08-23,2024-08-25,age_18.34,moi,threats to democracy,LV,28
Echelon Insights,,2024-08-23,2024-08-25,age_18.34,moi,other,LV,10
Echelon Insights,,2024-08-23,2024-08-25,age_18.34,fav_biden,favourable,LV,94
Echelon Insights,,2024-08-23,2024-08-25,age_18.34,fav_biden,no opinion,LV,15
Echelon Insights,,2024-08-23,2024-08-25,age_18.34,fav_biden,unfavourable,LV,115
Echelon Insights,,2024-08-23,2024-08-25,age_18.34,fav_harris,favourable,LV,117
Echelon Insights,,2024-08-23,2024-08-25,age_18.34,fav_harris,no opinion,LV,13
Echelon Insights,,2024-08-23,2024-08-25,age_18.34,fav_harris,unfavourable,LV,95
Echelon Insights,,2024-08-23,2024-08-25,age_18.34,fav_trump,favourable,LV,107
Echelon Insights,,2024-08-23,2024-08-25,age_18.34,fav_trump,no opinion,LV,3
Echelon Insights,,2024-08-23,2024-08-25,age_18.34,fav_trump,unfavourable,LV,114
Echelon Insights,,2024-08-23,2024-08-25,age_18.34,fav_jdvance,favourable,LV,65
Echelon Insights,,2024-08-23,2024-08-25,age_18.34,fav_jdvance,no opinion,LV,78
Echelon Insights,,2024-08-23,2024-08-25,age_18.34,fav_jdvance,unfavourable,LV,83
Echelon Insights,,2024-08-23,2024-08-25,age_18.34,fav_walz,favourable,LV,82
Echelon Insights,,2024-08-23,2024-08-25,age_18.34,fav_walz,no opinion,LV,98
Echelon Insights,,2024-08-23,2024-08-25,age_18.34,fav_walz,unfavourable,LV,45
Echelon Insights,,2024-08-23,2024-08-25,age_18.34,vote2024,R,LV,107
Echelon Insights,,2024-08-23,2024-08-25,age_18.34,vote2024,D,LV,103
Echelon Insights,,2024-08-23,2024-08-25,age_18.34,vote2024,G,LV,2
Echelon Insights,,2024-08-23,2024-08-25,age_18.34,vote2024,W,LV,4
Echelon Insights,,2024-08-23,2024-08-25,age_18.34,vote2024,L,LV,2
Echelon Insights,,2024-08-23,2024-08-25,age_35.49,moi,the economy,LV,89
Echelon Insights,,2024-08-23,2024-08-25,age_35.49,moi,the environment,LV,10
Echelon Insights,,2024-08-23,2024-08-25,age_35.49,moi,education,LV,8
Echelon Insights,,2024-08-23,2024-08-25,age_35.49,moi,national security and foreign policy,LV,5
Echelon Insights,,2024-08-23,2024-08-25,age_35.49,moi,social issues,LV,34
Echelon Insights,,2024-08-23,2024-08-25,age_35.49,moi,healthcare,LV,11
Echelon Insights,,2024-08-23,2024-08-25,age_35.49,moi,immigration,LV,22
Echelon Insights,,2024-08-23,2024-08-25,age_35.49,moi,threats to democracy,LV,37
Echelon Insights,,2024-08-23,2024-08-25,age_35.49,moi,other,LV,8
Echelon Insights,,2024-08-23,2024-08-25,age_35.49,fav_biden,favourable,LV,116
Echelon Insights,,2024-08-23,2024-08-25,age_35.49,fav_biden,no opinion,LV,1
Echelon Insights,,2024-08-23,2024-08-25,age_35.49,fav_biden,unfavourable,LV,108
Echelon Insights,,2024-08-23,2024-08-25,age_35.49,fav_harris,favourable,LV,125
Echelon Insights,,2024-08-23,2024-08-25,age_35.49,fav_harris,no opinion,LV,5
Echelon Insights,,2024-08-23,2024-08-25,age_35.49,fav_harris,unfavourable,LV,96
Echelon Insights,,2024-08-23,2024-08-25,age_35.49,fav_trump,favourable,LV,99
Echelon Insights,,2024-08-23,2024-08-25,age_35.49,fav_trump,no opinion,LV,7
Echelon Insights,,2024-08-23,2024-08-25,age_35.49,fav_trump,unfavourable,LV,118
Echelon Insights,,2024-08-23,2024-08-25,age_35.49,fav_jdvance,favourable,LV,77
Echelon Insights,,2024-08-23,2024-08-25,age_35.49,fav_jdvance,no opinion,LV,59
Echelon Insights,,2024-08-23,2024-08-25,age_35.49,fav_jdvance,unfavourable,LV,89
Echelon Insights,,2024-08-23,2024-08-25,age_35.49,fav_walz,favourable,LV,97
Echelon Insights,,2024-08-23,2024-08-25,age_35.49,fav_walz,no opinion,LV,69
Echelon Insights,,2024-08-23,2024-08-25,age_35.49,fav_walz,unfavourable,LV,59
Echelon Insights,,2024-08-23,2024-08-25,age_35.49,vote2024,R,LV,99
Echelon Insights,,2024-08-23,2024-08-25,age_35.49,vote2024,D,LV,114
Echelon Insights,,2024-08-23,2024-08-25,age_35.49,vote2024,G,LV,3
Echelon Insights,,2024-08-23,2024-08-25,age_35.49,vote2024,L,LV,2
Echelon Insights,,2024-08-23,2024-08-25,age_50.64,moi,the economy,LV,112
Echelon Insights,,2024-08-23,2024-08-25,age_50.64,moi,the environment,LV,8
Echelon Insights,,2024-08-23,2024-08-25,age_50.64,moi,education,LV,5
Echelon Insights,,2024-08-23,2024-08-25,age_50.64,moi,national security and foreign policy,LV,9
Echelon Insights,,2024-08-23,2024-08-25,age_50.64,moi,social issues,LV,46
Echelon Insights,,2024-08-23,2024-08-25,age_50.64,moi,healthcare,LV,10
Echelon Insights,,2024-08-23,2024-08-25,age_50.64,moi,immigration,LV,46
Echelon Insights,,2024-08-23,2024-08-25,age_50.64,moi,threats to democracy,LV,37
